"SPCD","COMMON_NAME","HWSW","DIVISION","variable","STATUSCD","CRM","CRM2","DIFF","PDIFF","VAR2"
"854","gumbo limbo","Hardwood","230","WSTPOB",1,1067461.73889687,1440522.17352285,373060.434625983,34.94836592565,"Stump wood and bark weight"
"854","gumbo limbo","Hardwood","","BIOMASS",1,1519931838.30034,1505536773.99568,-14395064.3046606,-0.947086174650949,"Total aboveground biomass"
"854","gumbo limbo","Hardwood","","CARBON",1,759965922.645919,662402724.185345,-97563198.4605746,-12.8378385863534,"Total aboveground carbon"
"854","gumbo limbo","Hardwood","","VMERIB",1,25684057.1633336,19465633.83028,-6218423.33305354,-24.2112190200656,"Merchantable wood volume"
"854","gumbo limbo","Hardwood","","WMERBCH",1,269447790.102121,518550261.075576,249102470.973454,92.4492536676749,"Top and limb weight"
"854","gumbo limbo","Hardwood","","WMEROB",1,962168834.574172,708515962.726825,-253652871.847347,-26.3626156587795,"Merch bole wood and bark weight"
"854","gumbo limbo","Hardwood","","WSTPOB",1,76603058.508962,93821321.4727942,17218262.9638322,22.4772526044998,"Stump wood and bark weight"
"8546","amansa guapo","Hardwood","","BIOMASS",1,657337.29104008,690086.852954383,32749.5619143029,4.98215487858364,"Total aboveground biomass"
"8546","amansa guapo","Hardwood","","CARBON",1,328668.72324443,327653.237782742,-1015.48546168802,-0.308969302482976,"Total aboveground carbon"
"8554","Florida boxwood","Hardwood","","BIOMASS",1,18949941.8783627,16597850.6319592,-2352091.24640355,-12.4121290793467,"Total aboveground biomass"
"8554","Florida boxwood","Hardwood","","CARBON",1,9474971.73081025,7880659.4800542,-1594312.25075605,-16.8265647228449,"Total aboveground carbon"
"8556","guayabilla","Hardwood","","BIOMASS",1,2410540.91114829,2886497.15482433,475956.243676041,19.7447901205424,"Total aboveground biomass"
"8556","guayabilla","Hardwood","","CARBON",1,1205270.45557415,1370508.8491106,165238.39353645,13.7096526984673,"Total aboveground carbon"
"8558","matchwood","Hardwood","","BIOMASS",1,1416665582.25258,1258695720.08634,-157969862.166237,-11.1508223355759,"Total aboveground biomass"
"8558","matchwood","Hardwood","","CARBON",1,708332792.1719,597628727.896996,-110704064.274904,-15.6288210144079,"Total aboveground carbon"
"8558","matchwood","Hardwood","","VMERIB",1,27289595.5549935,21524856.9958053,-5764738.55918826,-21.1243092539472,"Merchantable wood volume"
"8558","matchwood","Hardwood","","WMERBCH",1,297843649.964823,355541341.107714,57697691.1428901,19.3718050224352,"Top and limb weight"
"8558","matchwood","Hardwood","","WMEROB",1,1022315056.75139,812303072.310433,-210011984.440958,-20.5427850303127,"Merch bole wood and bark weight"
"8558","matchwood","Hardwood","","WSTPOB",1,84693089.0518954,76479318.4632549,-8213770.58864044,-9.6982772509425,"Stump wood and bark weight"
"857","belah","Hardwood","230","BIOMASS",1,12221959.0049256,13370084.1954082,1148125.19048258,9.39395386631447,"Total aboveground biomass"
"857","belah","Hardwood","230","CARBON",1,6110979.72676689,6348115.9759798,237136.249212908,3.88049477850859,"Total aboveground carbon"
"857","belah","Hardwood","230","BIOMASS",2,40149000.4552754,113172545.51901,73023545.0637345,181.881352550931,"Total aboveground biomass"
"857","belah","Hardwood","230","CARBON",2,20074500.2470805,53734324.6124258,33659824.3653453,167.674532123112,"Total aboveground carbon"
"857","belah","Hardwood","230","VMERIB",2,1996437.57687675,2069477.13817402,73039.5612972681,3.65849461777474,"Merchantable wood volume"
"857","belah","Hardwood","230","WMERBCH",2,674133.49843999,26012591.4032171,25338457.9047771,3758.67064363552,"Top and limb weight"
"857","belah","Hardwood","230","WMEROB",2,36183387.0794395,80170732.1894742,43987345.1100347,121.567793013578,"Merch bole wood and bark weight"
"857","belah","Hardwood","230","WSTPOB",2,3291479.87739589,6989221.92631863,3697742.04892274,112.342842328061,"Stump wood and bark weight"
"8572","white beefwood","Hardwood","","BIOMASS",1,2310993.89494718,2140094.93097824,-170898.963968936,-7.39504177586077,"Total aboveground biomass"
"8572","white beefwood","Hardwood","","CARBON",1,1155496.94747359,1016117.07322847,-139379.874245117,-12.0623316703572,"Total aboveground carbon"
"858","camphortree","Hardwood","230","BIOMASS",1,872453540.705475,885569064.889025,13115524.1835507,1.50329198881414,"Total aboveground biomass"
"858","camphortree","Hardwood","230","CARBON",1,436226772.362092,420468192.009309,-15758580.3527828,-3.61247437140385,"Total aboveground carbon"
"858","camphortree","Hardwood","230","VMERIB",1,12974819.1981235,14023517.6820304,1048698.48390692,8.08256722420139,"Merchantable wood volume"
"858","camphortree","Hardwood","230","WMERBCH",1,133028042.717932,184857975.910513,51829933.1925801,38.9616596122355,"Top and limb weight"
"858","camphortree","Hardwood","230","WMEROB",1,486058981.541506,527288404.660561,41229423.119055,8.48239096175087,"Merch bole wood and bark weight"
"858","camphortree","Hardwood","230","WSTPOB",1,37898907.0595522,39348777.1362506,1449870.07669841,3.82562503562483,"Stump wood and bark weight"
"859","Florida fiddlewood","Hardwood","","BIOMASS",1,538199489.501298,531711283.485309,-6488206.0159893,-1.20553923639009,"Total aboveground biomass"
"859","Florida fiddlewood","Hardwood","","CARBON",1,269099746.955227,252456517.398825,-16643229.5564026,-6.18478082744972,"Total aboveground carbon"
"859","Florida fiddlewood","Hardwood","","VMERIB",1,6215099.64447324,5102892.60719881,-1112207.03727443,-17.8952406380717,"Merchantable wood volume"
"859","Florida fiddlewood","Hardwood","","WMERBCH",1,72757000.4521532,124734928.981457,51977928.5293036,71.4404499997022,"Top and limb weight"
"859","Florida fiddlewood","Hardwood","","WMEROB",1,232828292.877498,189516011.532422,-43312281.3450755,-18.602671011235,"Merch bole wood and bark weight"
"859","Florida fiddlewood","Hardwood","","WSTPOB",1,20511702.3719956,23993591.8219752,3481889.44997955,16.9751363725584,"Stump wood and bark weight"
"8596","Siamese cassia","Hardwood","","BIOMASS",1,498812554.682715,498828644.976848,16090.2941328883,0.0032257195577451,"Total aboveground biomass"
"8596","Siamese cassia","Hardwood","","CARBON",1,249406278.475953,239258171.276695,-10148107.199258,-4.06890606815113,"Total aboveground carbon"
"8596","Siamese cassia","Hardwood","","VMERIB",1,8539420.09075383,7144119.94612899,-1395300.14462484,-16.3395187237084,"Merchantable wood volume"
"8596","Siamese cassia","Hardwood","","WMERBCH",1,86924248.5898203,128948327.665228,42024079.0754073,48.3456339941588,"Top and limb weight"
"8596","Siamese cassia","Hardwood","","WMEROB",1,319901323.427288,275432872.653055,-44468450.7742327,-13.9006773394422,"Merch bole wood and bark weight"
"8596","Siamese cassia","Hardwood","","WSTPOB",1,24553188.6529942,25846656.4334693,1293467.7804751,5.26802363129061,"Stump wood and bark weight"
"8597","casia amarilla","Hardwood","","BIOMASS",1,44570430.9614814,47814473.3846125,3244042.42313105,7.27846321686817,"Total aboveground biomass"
"8597","casia amarilla","Hardwood","","CARBON",1,22285215.497676,22702311.963014,417096.465337966,1.87162859332216,"Total aboveground carbon"
"8597","casia amarilla","Hardwood","","VMERIB",1,937076.443876346,794715.663051018,-142360.780825328,-15.19201360312,"Merchantable wood volume"
"8597","casia amarilla","Hardwood","","WMERBCH",1,7369375.81290985,16144966.5548288,8775590.74191897,119.081872938895,"Top and limb weight"
"8597","casia amarilla","Hardwood","","WMEROB",1,35104490.8526044,29185053.6394007,-5919437.21320371,-16.8623360414428,"Merch bole wood and bark weight"
"8597","casia amarilla","Hardwood","","WSTPOB",1,2096564.29596712,2484453.19038283,387888.894415714,18.5011685623877,"Stump wood and bark weight"
"860","citrus spp.","Hardwood","230","BIOMASS",1,62647732.2831682,55131273.4385253,-7516458.84464297,-11.9979743411438,"Total aboveground biomass"
"860","citrus spp.","Hardwood","230","CARBON",1,31323867.7500012,26176328.6286118,-5147539.12138938,-16.4332807253318,"Total aboveground carbon"
"860","citrus spp.","Hardwood","230","VMERIB",1,44997.9371059456,40385.7675151914,-4612.16959075422,-10.2497356265357,"Merchantable wood volume"
"860","citrus spp.","Hardwood","230","WMERBCH",1,832671.968419046,1599813.72461609,767141.756197039,92.130128705254,"Top and limb weight"
"860","citrus spp.","Hardwood","230","WMEROB",1,1685699.91109402,1564873.69868376,-120826.212410253,-7.1677177898074,"Merch bole wood and bark weight"
"860","citrus spp.","Hardwood","230","WSTPOB",1,228446.322064518,305006.925706228,76560.6036417097,33.5136074635894,"Stump wood and bark weight"
"860","citrus spp.","Hardwood","410","BIOMASS",1,6395560.20402127,6390490.87817837,-5069.32584289834,-0.0792632026153229,"Total aboveground biomass"
"860","citrus spp.","Hardwood","410","CARBON",1,3197780.10201064,3034205.06895909,-163575.033051548,-5.11526833720363,"Total aboveground carbon"
"8611","espejuelo","Hardwood","","BIOMASS",1,23145338.3638711,24146833.4792873,1001495.11541627,4.32698411953035,"Total aboveground biomass"
"8611","espejuelo","Hardwood","","CARBON",1,11572669.4252275,11464916.5359656,-107752.889261868,-0.931097962817248,"Total aboveground carbon"
"8611","espejuelo","Hardwood","","VMERIB",1,261655.224334229,233743.486500351,-27911.7378338775,-10.6673726484529,"Merchantable wood volume"
"8611","espejuelo","Hardwood","","WMERBCH",1,3527838.67442737,4464821.78171112,936983.107283751,26.5596925980704,"Top and limb weight"
"8611","espejuelo","Hardwood","","WMEROB",1,9802053.4834095,8995386.50154193,-806666.981867576,-8.22957131618291,"Merch bole wood and bark weight"
"8611","espejuelo","Hardwood","","WSTPOB",1,997560.098222803,1074220.80221069,76660.7039878827,7.68482060624289,"Stump wood and bark weight"
"8613","breakbill","Hardwood","","BIOMASS",1,10124409.6793,10026230.2130278,-98179.4662722461,-0.969730279415499,"Total aboveground biomass"
"8613","breakbill","Hardwood","","CARBON",1,5062204.83965002,4760454.1051456,-301750.734504422,-5.96085587333293,"Total aboveground carbon"
"8613","breakbill","Hardwood","","VMERIB",1,62967.546481642,35394.9616583988,-27572.5848232432,-43.7885646874964,"Merchantable wood volume"
"8613","breakbill","Hardwood","","WMERBCH",1,642272.753208868,1128494.47633557,486221.723126706,75.70330839935,"Top and limb weight"
"8613","breakbill","Hardwood","","WMEROB",1,2358872.29427105,1251566.38515212,-1107305.90911893,-46.9421728258975,"Merch bole wood and bark weight"
"8613","breakbill","Hardwood","","WSTPOB",1,184870.104293012,198803.123047817,13933.0187548049,7.53665326694554,"Stump wood and bark weight"
"8623","motillo","Hardwood","","BIOMASS",1,26300758.8443274,27552414.3183796,1251655.47405222,4.75900897559914,"Total aboveground biomass"
"8623","motillo","Hardwood","","CARBON",1,13150379.439099,13081886.3183666,-68493.1207323559,-0.520845204882155,"Total aboveground carbon"
"8623","motillo","Hardwood","","VMERIB",1,539050.042384572,444778.096724315,-94271.9456602575,-17.4885332061622,"Merchantable wood volume"
"8623","motillo","Hardwood","","WMERBCH",1,4743371.03408192,9485756.62838558,4742385.59430366,99.9792249062708,"Top and limb weight"
"8623","motillo","Hardwood","","WMEROB",1,20193739.1734429,16419931.0322825,-3773808.14116037,-18.688010718309,"Merch bole wood and bark weight"
"8623","motillo","Hardwood","","WSTPOB",1,1363648.63680256,1646726.65771149,283078.020908928,20.7588680301606,"Stump wood and bark weight"
"8624","bullwood","Hardwood","","BIOMASS",1,271570220.61222,333051622.846847,61481402.2346275,22.6392282983111,"Total aboveground biomass"
"8624","bullwood","Hardwood","","CARBON",1,135785110.846329,158132910.527683,22347799.6813539,16.4582107287487,"Total aboveground carbon"
"8624","bullwood","Hardwood","","VMERIB",1,4628817.93380048,3343132.3170493,-1285685.61675118,-27.7756791288521,"Merchantable wood volume"
"8624","bullwood","Hardwood","","WMERBCH",1,35784529.5814368,114567956.027828,78783426.4463916,220.160576002823,"Top and limb weight"
"8624","bullwood","Hardwood","","WMEROB",1,173403459.137402,151877568.24951,-21525890.8878924,-12.4137609451237,"Merch bole wood and bark weight"
"8624","bullwood","Hardwood","","WSTPOB",1,9616033.20892426,11732196.4817171,2116163.27279285,22.0066136089143,"Stump wood and bark weight"
"863","tietongue, pigeon-plum","Hardwood","410","BIOMASS",1,11499231.1728097,13558484.7633667,2059253.59055704,17.9077501757354,"Total aboveground biomass"
"863","tietongue, pigeon-plum","Hardwood","410","CARBON",1,5749615.58640484,6437568.56564652,687952.979241684,11.9651995668784,"Total aboveground carbon"
"863","tietongue, pigeon-plum","Hardwood","410","VMERIB",1,98086.3852017954,100995.41854687,2909.03334507471,2.96578708562854,"Merchantable wood volume"
"863","tietongue, pigeon-plum","Hardwood","410","WMERBCH",1,1274768.59838053,3090028.51794507,1815259.91956454,142.399171259055,"Top and limb weight"
"863","tietongue, pigeon-plum","Hardwood","410","WMEROB",1,3674484.2420412,3913593.7437489,239109.501707703,6.5072942475017,"Merch bole wood and bark weight"
"863","tietongue, pigeon-plum","Hardwood","410","WSTPOB",1,361636.192244666,670560.80529808,308924.613053414,85.4241416313804,"Stump wood and bark weight"
"863","tietongue, pigeon-plum","Hardwood","","BIOMASS",1,278766725.370059,284045026.120055,5278300.74999517,1.89344719782761,"Total aboveground biomass"
"863","tietongue, pigeon-plum","Hardwood","","CARBON",1,139383364.457203,134864578.401802,-4518786.05540112,-3.24198377116129,"Total aboveground carbon"
"863","tietongue, pigeon-plum","Hardwood","","VMERIB",1,3361034.8123492,2685373.62725495,-675661.185094251,-20.1027725928847,"Merchantable wood volume"
"863","tietongue, pigeon-plum","Hardwood","","WMERBCH",1,41058094.1162256,64630687.5147879,23572593.3985623,57.4127803687963,"Top and limb weight"
"863","tietongue, pigeon-plum","Hardwood","","WMEROB",1,125910128.853981,101128756.91095,-24781371.943031,-19.6817938068907,"Merch bole wood and bark weight"
"863","tietongue, pigeon-plum","Hardwood","","WSTPOB",1,11605623.214623,13475815.4217311,1870192.20710819,16.1145349329605,"Stump wood and bark weight"
"8633","cakalaka berry","Hardwood","","BIOMASS",1,156307.478886435,175596.69465468,19289.2157682449,12.3405584337135,"Total aboveground biomass"
"8633","cakalaka berry","Hardwood","","CARBON",1,78153.7394432175,83373.3106220421,5219.57117882452,6.67859428865434,"Total aboveground carbon"
"8636","turkey berry","Hardwood","","BIOMASS",1,88837.6304481849,104701.201053501,15863.5706053164,17.8568141960619,"Total aboveground biomass"
"8636","turkey berry","Hardwood","","CARBON",1,44418.8152240924,49712.1302602023,5293.31503610987,11.9168307605801,"Total aboveground carbon"
"8644","African tuliptree","Hardwood","","BIOMASS",1,14804163762.0066,12581798983.8218,-2222364778.1848,-15.0117548948511,"Total aboveground biomass"
"8644","African tuliptree","Hardwood","","CARBON",1,7402081894.51579,5973838157.51858,-1428243736.99721,-19.2951625954773,"Total aboveground carbon"
"8644","African tuliptree","Hardwood","","VMERIB",1,291282222.410021,243802561.157817,-47479661.2522043,-16.3002262408483,"Merchantable wood volume"
"8644","African tuliptree","Hardwood","","WMERBCH",1,2480951760.72734,2905404572.03038,424452811.303043,17.1084669207195,"Top and limb weight"
"8644","African tuliptree","Hardwood","","WMEROB",1,10911931658.8197,8349572914.6881,-2562358744.1316,-23.4821736815089,"Merch bole wood and bark weight"
"8644","African tuliptree","Hardwood","","WSTPOB",1,694397431.295121,539525020.467146,-154872410.827975,-22.303137057855,"Stump wood and bark weight"
"8649","Spondias dulcis","Hardwood","","BIOMASS",1,199979078.499602,284322577.918663,84343499.4190614,42.1761616524447,"Total aboveground biomass"
"8649","Spondias dulcis","Hardwood","","CARBON",1,99989539.2667361,134996359.995781,35006820.7290453,35.010483082295,"Total aboveground carbon"
"8649","Spondias dulcis","Hardwood","","VMERIB",1,4397818.0214458,4288959.91646821,-108858.104977589,-2.4752753398787,"Merchantable wood volume"
"8649","Spondias dulcis","Hardwood","","WMERBCH",1,27834571.6557286,129410861.5033,101576289.847571,364.92851804553,"Top and limb weight"
"8649","Spondias dulcis","Hardwood","","WMEROB",1,164749806.22475,143048960.662934,-21700845.5618157,-13.1720006591156,"Merch bole wood and bark weight"
"8649","Spondias dulcis","Hardwood","","WSTPOB",1,7394700.61912321,11862755.7524291,4468055.13330589,60.4223938661044,"Stump wood and bark weight"
"865","largeleaf geigertree","Hardwood","230","BIOMASS",1,814929.537498281,764647.490342997,-50282.0471552833,-6.17010978760717,"Total aboveground biomass"
"865","largeleaf geigertree","Hardwood","230","CARBON",1,407464.76874914,363054.628414856,-44410.1403342845,-10.8991362543116,"Total aboveground carbon"
"865","largeleaf geigertree","Hardwood","","BIOMASS",1,1222133.51562868,879248.768306472,-342884.747322204,-28.056242868507,"Total aboveground biomass"
"865","largeleaf geigertree","Hardwood","","CARBON",1,611066.757814338,417467.315191913,-193599.442622425,-31.6822082279342,"Total aboveground carbon"
"8650","yellow mombin","Hardwood","","BIOMASS",1,532769634.214645,562228682.10333,29459047.8886856,5.52941571681561,"Total aboveground biomass"
"8650","yellow mombin","Hardwood","","CARBON",1,266384817.158128,265371937.952772,-1012879.20535615,-0.380231582325842,"Total aboveground carbon"
"8650","yellow mombin","Hardwood","","VMERIB",1,11171980.6109895,9969609.9654553,-1202370.6455342,-10.7623767655976,"Merchantable wood volume"
"8650","yellow mombin","Hardwood","","WMERBCH",1,86997679.4784691,164549149.749431,77551470.2709618,89.1419986554411,"Top and limb weight"
"8650","yellow mombin","Hardwood","","WMEROB",1,418521555.925715,367374012.733583,-51147543.1921319,-12.2210056968273,"Merch bole wood and bark weight"
"8650","yellow mombin","Hardwood","","WSTPOB",1,24573225.4858098,27431994.9405912,2858769.45478136,11.6336760773721,"Stump wood and bark weight"
"8651","Anacahuita Texas Olive","Hardwood","310","BIOMASS",1,216036465.832926,156917456.282049,-59119009.5508776,-27.3652919302049,"Total aboveground biomass"
"8651","Anacahuita Texas Olive","Hardwood","310","CARBON",1,108018235.379552,67048587.3913724,-40969647.9881796,-37.9284551763148,"Total aboveground carbon"
"8651","Anacahuita Texas Olive","Hardwood","310","VMERIB",1,26181.1137217991,13729.0726305571,-12452.041091242,-47.5611588703124,"Merchantable wood volume"
"8651","Anacahuita Texas Olive","Hardwood","310","WMERBCH",1,422857.59501076,1845442.70715768,1422585.11214692,336.421795169771,"Top and limb weight"
"8651","Anacahuita Texas Olive","Hardwood","310","WMEROB",1,980789.42341071,966518.477732144,-14270.9456785657,-1.45504685694287,"Merch bole wood and bark weight"
"8651","Anacahuita Texas Olive","Hardwood","310","WSTPOB",1,117553.333151024,320840.317681254,203286.98453023,172.93170604449,"Stump wood and bark weight"
"8651","Anacahuita Texas Olive","Hardwood","310","BIOMASS",2,3775076.5505048,2983899.84701736,-791176.70348744,-20.9578982810731,"Total aboveground biomass"
"8651","Anacahuita Texas Olive","Hardwood","310","CARBON",2,1887538.58908395,1274977.77748985,-612560.811594103,-32.4528894474887,"Total aboveground carbon"
"8652","purple mombin","Hardwood","","BIOMASS",1,3179838.74300634,3416034.39143419,236195.648427854,7.42791278165716,"Total aboveground biomass"
"8652","purple mombin","Hardwood","","CARBON",1,1589919.37372361,1621933.12905295,32013.7553293416,2.01354583499193,"Total aboveground carbon"
"8652","purple mombin","Hardwood","","VMERIB",1,63549.3409439396,45062.7938096679,-18486.5471342716,-29.0900690072926,"Merchantable wood volume"
"8652","purple mombin","Hardwood","","WMERBCH",1,620781.726941162,1491525.87300393,870744.146062764,140.265750145911,"Top and limb weight"
"8652","purple mombin","Hardwood","","WMEROB",1,2380667.31200551,1676429.92203372,-704237.389971789,-29.5815121424307,"Merch bole wood and bark weight"
"8652","purple mombin","Hardwood","","WSTPOB",1,178389.70405966,248078.596396538,69688.8923368784,39.0655350342259,"Stump wood and bark weight"
"8664","Panama tree","Hardwood","","BIOMASS",1,75912894.5639844,78699563.131134,2786668.56714953,3.67087644747988,"Total aboveground biomass"
"8664","Panama tree","Hardwood","","CARBON",1,37956447.5434556,36988794.671633,-967652.871822596,-2.54937681065845,"Total aboveground carbon"
"8664","Panama tree","Hardwood","","VMERIB",1,1484717.22696991,1316588.41102763,-168128.815942281,-11.3239620911119,"Merchantable wood volume"
"8664","Panama tree","Hardwood","","WMERBCH",1,12878092.1811898,21511620.0568095,8633527.87561974,67.0404261295022,"Top and limb weight"
"8664","Panama tree","Hardwood","","WMEROB",1,55620053.9354931,49468167.6423765,-6151886.29311664,-11.0605543465518,"Merch bole wood and bark weight"
"8664","Panama tree","Hardwood","","WSTPOB",1,3651498.46330538,3864380.64693979,212882.183634402,5.82999515880115,"Stump wood and bark weight"
"8679","Honduras mahogany","Hardwood","","BIOMASS",1,180002783.077783,219941498.492201,39938715.414418,22.1878321721056,"Total aboveground biomass"
"8679","Honduras mahogany","Hardwood","","CARBON",1,90001391.8003551,101937237.775303,11935845.9749474,13.2618459961419,"Total aboveground carbon"
"8679","Honduras mahogany","Hardwood","","VMERIB",1,3264640.81185324,3303689.26561177,39048.4537585378,1.19610260389936,"Merchantable wood volume"
"8679","Honduras mahogany","Hardwood","","WMERBCH",1,22643941.9071323,66117035.7416143,43473093.8344819,191.985538616794,"Top and limb weight"
"8679","Honduras mahogany","Hardwood","","WMEROB",1,122299044.301462,119681608.822173,-2617435.47928876,-2.14019291339423,"Merch bole wood and bark weight"
"8679","Honduras mahogany","Hardwood","","WSTPOB",1,6102668.97099233,7914787.51245339,1812118.54146106,29.6938691918988,"Stump wood and bark weight"
"868","Blackbead ebony","Hardwood","310","BIOMASS",1,99454306.8706137,82528047.2302501,-16926259.6403635,-17.0191318736794,"Total aboveground biomass"
"868","Blackbead ebony","Hardwood","310","CARBON",1,49727154.7807055,36573679.5975392,-13153475.1831662,-26.4512925406098,"Total aboveground carbon"
"868","Blackbead ebony","Hardwood","310","VMERIB",1,68343.3941860826,67318.9470416276,-1024.44714445499,-1.4989702467303,"Merchantable wood volume"
"868","Blackbead ebony","Hardwood","310","WMERBCH",1,1211514.65516139,4925100.27624028,3713585.62107889,306.524201358852,"Top and limb weight"
"868","Blackbead ebony","Hardwood","310","WMEROB",1,2560260.77318259,2742279.880451,182019.107268407,7.10939718230906,"Merch bole wood and bark weight"
"868","Blackbead ebony","Hardwood","310","WSTPOB",1,333752.668808737,1003354.02579267,669601.356983931,200.628015762072,"Stump wood and bark weight"
"8684","Martinique sweetleaf","Hardwood","","BIOMASS",1,37580100.1347905,39173126.5032532,1593026.36846271,4.23901576299403,"Total aboveground biomass"
"8684","Martinique sweetleaf","Hardwood","","CARBON",1,18790050.0843306,18599400.4637446,-190649.620585941,-1.01463072067555,"Total aboveground carbon"
"8684","Martinique sweetleaf","Hardwood","","VMERIB",1,721924.653907637,587788.7682239,-134135.885683738,-18.5803165133212,"Merchantable wood volume"
"8684","Martinique sweetleaf","Hardwood","","WMERBCH",1,8194687.38316962,14064840.5244505,5870153.14128091,71.6336434424225,"Top and limb weight"
"8684","Martinique sweetleaf","Hardwood","","WMEROB",1,27044535.7844033,22216600.474008,-4827935.31039525,-17.8517958262739,"Merch bole wood and bark weight"
"8684","Martinique sweetleaf","Hardwood","","WSTPOB",1,2340876.96721763,2891685.50479467,550808.537577042,23.5300079966071,"Stump wood and bark weight"
"869","Great leucaene","Hardwood","310","BIOMASS",1,119213769.775939,149011273.684853,29797503.9089143,24.9950185829358,"Total aboveground biomass"
"869","Great leucaene","Hardwood","310","CARBON",1,59606886.3233728,70750552.7455683,11143666.4221955,18.6952667880354,"Total aboveground carbon"
"869","Great leucaene","Hardwood","310","VMERIB",1,928022.220931794,929525.937237358,1503.71630556416,0.162034515084599,"Merchantable wood volume"
"869","Great leucaene","Hardwood","310","WMERBCH",1,12914529.0197718,22142532.4634346,9228003.4436628,71.4544326745095,"Top and limb weight"
"869","Great leucaene","Hardwood","310","WMEROB",1,34765304.1748062,36557378.9569525,1792074.7821463,5.15477952712691,"Merch bole wood and bark weight"
"869","Great leucaene","Hardwood","310","WSTPOB",1,3628685.62268644,4732285.85205195,1103600.2293655,30.4132224204219,"Stump wood and bark weight"
"870","Texas sophora","Hardwood","250","BIOMASS",1,113772352.018964,123117517.305589,9345165.28662491,8.21391587744203,"Total aboveground biomass"
"870","Texas sophora","Hardwood","250","CARBON",1,56886176.6898127,58456197.2166936,1570020.52688089,2.75993328826061,"Total aboveground carbon"
"870","Texas sophora","Hardwood","250","VMERIB",1,552496.632376184,548773.653184204,-3722.97919198009,-0.673846494949346,"Merchantable wood volume"
"870","Texas sophora","Hardwood","250","WMERBCH",1,7348472.06806018,12100322.6060065,4751850.5379463,64.6644702998875,"Top and limb weight"
"870","Texas sophora","Hardwood","250","WMEROB",1,20697471.4974096,20932249.2755487,234777.778139152,1.13433072328925,"Merch bole wood and bark weight"
"870","Texas sophora","Hardwood","250","WSTPOB",1,2077737.23233004,3028694.40719476,950957.174864718,45.7688855004194,"Stump wood and bark weight"
"870","Texas sophora","Hardwood","310","BIOMASS",1,10237647.3571868,14807151.5284607,4569504.17127393,44.6343189196312,"Total aboveground biomass"
"870","Texas sophora","Hardwood","310","CARBON",1,5118823.72459832,7030435.54571315,1911611.82111483,37.3447480117092,"Total aboveground carbon"
"870","Texas sophora","Hardwood","310","VMERIB",1,192693.099933557,192118.971592171,-574.128341385862,-0.297949610849495,"Merchantable wood volume"
"870","Texas sophora","Hardwood","310","WMERBCH",1,2349957.16924467,6405029.12373591,4055071.95449124,172.559398424892,"Top and limb weight"
"870","Texas sophora","Hardwood","310","WMEROB",1,7218614.01111229,7082445.85759596,-136168.153516323,-1.88634761890173,"Merch bole wood and bark weight"
"870","Texas sophora","Hardwood","310","WSTPOB",1,669076.176829804,1319676.5471288,650600.370298995,97.238609418385,"Stump wood and bark weight"
"8701","Syzygium jambos","Hardwood","","BIOMASS",1,661803012.464681,694862503.843838,33059491.3791573,4.99536731572699,"Total aboveground biomass"
"8701","Syzygium jambos","Hardwood","","CARBON",1,330901510.147113,350907971.931255,20006461.7841428,6.04604728919137,"Total aboveground carbon"
"8701","Syzygium jambos","Hardwood","","VMERIB",1,8520332.04874302,7204862.44608337,-1315469.60265965,-15.4391823597265,"Merchantable wood volume"
"8701","Syzygium jambos","Hardwood","","WMERBCH",1,109892539.227431,165061658.919886,55169119.6924554,50.202789088601,"Top and limb weight"
"8701","Syzygium jambos","Hardwood","","WMEROB",1,319186252.65858,286751523.303515,-32434729.3550645,-10.1616937085817,"Merch bole wood and bark weight"
"8701","Syzygium jambos","Hardwood","","WSTPOB",1,31060319.9969575,38795543.7158029,7735223.71884541,24.9038764558869,"Stump wood and bark weight"
"8712","roble cimarron","Hardwood","","BIOMASS",1,156962854.268363,145646746.778653,-11316107.4897101,-7.20941750355956,"Total aboveground biomass"
"8712","roble cimarron","Hardwood","","CARBON",1,78481430.7649582,69153075.3705046,-9328355.3944536,-11.8860669377841,"Total aboveground carbon"
"8713","white cedar","Hardwood","","BIOMASS",1,2481020107.4227,2463532627.58206,-17487479.840642,-0.70485038748066,"Total aboveground biomass"
"8713","white cedar","Hardwood","","CARBON",1,1240510064.76018,1169685291.57596,-70824773.1842182,-5.70932676776873,"Total aboveground carbon"
"8713","white cedar","Hardwood","","VMERIB",1,36370742.0688992,36836569.1915894,465827.122690208,1.28077431526628,"Merchantable wood volume"
"8713","white cedar","Hardwood","","WMERBCH",1,421263616.527147,499775217.134331,78511600.6071844,18.6371662605059,"Top and limb weight"
"8713","white cedar","Hardwood","","WMEROB",1,1362510381.06322,1300626625.57822,-61883755.4849925,-4.54189240280887,"Merch bole wood and bark weight"
"8713","white cedar","Hardwood","","WSTPOB",1,119528835.226845,104693960.572896,-14834874.6539487,-12.4111262573543,"Stump wood and bark weight"
"8717","roble colorado","Hardwood","","BIOMASS",1,3820573.75727739,3365018.94508897,-455554.812188426,-11.9237277207563,"Total aboveground biomass"
"8717","roble colorado","Hardwood","","CARBON",1,1910287.08947487,1597710.99512824,-312576.09434663,-16.3627810745743,"Total aboveground carbon"
"873","red stopper","Hardwood","230","BIOMASS",1,11697122.9721733,12978366.4876662,1281243.5154929,10.9534927395471,"Total aboveground biomass"
"873","red stopper","Hardwood","230","CARBON",1,5848561.9728483,6162128.40834389,313566.43549559,5.36142793649633,"Total aboveground carbon"
